ID	Latitude	Longitude	index	sensor_id
318858	38.542034	-121.473929	724	318858
318859	38.542034	-121.473929	725	318859
318861	38.600283	-121.277138	726	318861
318863	38.600323	-121.277375	727	318863
318869	38.584416	-121.298381	728	318869
318872	38.58427	-121.29827	729	318872
318876	38.570067	-121.328183	730	318876
318879	38.569846	-121.328043	731	318879
318882	38.561957	-121.347672	732	318882
318884	38.562181	-121.347761	733	318884
318888	38.560406	-121.362358	734	318888
318890	38.55945	-121.371371	735	318890
318894	38.573059	-121.321422	736	318894
318896	38.572887	-121.321301	737	318896
318900	38.566642	-121.334583	738	318900
318907	38.578113	-121.308579	739	318907
318908	38.578229	-121.308368	740	318908
318909	38.577384	-121.31016	741	318909
318926	38.735774	-121.278088	742	318926
318927	38.735774	-121.278088	743	318927
318933	38.735947	-121.27826	744	318933
318934	38.735947	-121.27826	745	318934
318941	38.751276	-121.265928	746	318941
318942	38.751276	-121.265928	747	318942
318949	38.751285	-121.266154	748	318949
318950	38.751285	-121.266154	749	318950
318960	38.577941	-121.309423	750	318960
318961	38.577941	-121.309423	751	318961
318962	38.577941	-121.309423	752	318962
318972	38.579164	-121.306707	753	318972
318973	38.579164	-121.306707	754	318973
318974	38.579164	-121.306707	755	318974
318985	38.590266	-121.288385	756	318985
318987	38.590266	-121.288385	757	318987
318993	38.590266	-121.288385	758	318993
319004	38.578546	-121.308187	759	319004
319015	38.591295	-121.286687	760	319015
319016	38.591295	-121.286687	761	319016
319017	38.591295	-121.286687	762	319017
319019	38.609151	-121.270397	763	319019
319032	38.886033	-121.339104	764	319032
319036	38.885831	-121.33955	765	319036
319043	38.608289	-121.271824	766	319043
319046	38.608297	-121.271808	767	319046
319074	38.473164	-121.421773	768	319074
319075	38.473164	-121.421773	769	319075
319081	38.590875	-121.287757	770	319081
319091	38.256265	-121.294649	771	319091
319100	38.253209	-121.292972	772	319100
319110	38.797039	-121.298144	773	319110
319119	38.800368	-121.299875	774	319119
319120	38.800368	-121.299875	775	319120
319129	38.796558	-121.29813	776	319129
319130	38.796558	-121.29813	777	319130
319132	38.800368	-121.299875	778	319132
319142	38.603117	-121.544779	779	319142
319147	38.617763	-121.530528	780	319147
319153	38.61802	-121.530776	781	319153
319161	38.658747	-120.980372	782	319161
319163	38.659002	-120.980391	783	319163
319165	38.655051	-121.016433	784	319165
319167	38.655263	-121.016457	785	319167
319189	38.565229	-121.337466	792	319189
319193	38.591754	-121.286292	793	319193
319201	38.550743	-121.429043	794	319201
319202	38.550791	-121.429294	795	319202
319212	38.550453	-121.425675	796	319212
319213	38.550453	-121.425675	797	319213
319218	38.560834	-121.461786	798	319218
319226	38.281138	-121.457457	799	319226
319227	38.281219	-121.457043	800	319227
319228	38.281138	-121.457457	801	319228
319229	38.281138	-121.457457	802	319229
319239	38.871408	-121.309152	803	319239
319252	38.872029	-121.309329	804	319252
319256	38.412564	-121.484319	805	319256
319261	38.428184	-121.48796	806	319261
319262	38.428957	-121.488122	807	319262
319268	38.631278	-121.399991	808	319268
319270	38.591754	-121.286292	809	319270
319306	38.595703	-121.503861	810	319306
319314	38.597128	-121.504128	811	319314
319339	38.72404	-121.291349	812	319339
319344	38.722507	-121.292679	813	319344
319350	38.724438	-121.290556	814	319350
319351	38.724438	-121.290556	815	319351
319355	38.725177	-121.289756	816	319355
319365	38.726237	-121.288936	817	319365
319386	38.780258	-121.232291	818	319386
319388	38.780384	-121.232414	819	319388
319390	38.399359	-121.382103	820	319390
319415	39.330764	-120.290216	821	319415
319427	39.309806	-120.544272	822	319427
319430	39.310097	-120.544	823	319430
319442	39.299907	-120.669132	824	319442
319444	39.300201	-120.668763	825	319444
319457	38.652368	-121.072782	826	319457
319458	38.652368	-121.072782	827	319458
319459	38.652125	-121.072668	828	319459
319466	38.652125	-121.072668	829	319466
319467	38.652125	-121.072668	830	319467
319470	38.652368	-121.072782	831	319470
319480	38.407434	-121.38755	832	319480
319481	38.407434	-121.38755	833	319481
319620	38.55894	-121.376691	834	319620
319630	38.55894	-121.376691	835	319630
319631	38.55894	-121.376691	836	319631
319644	38.558445	-121.381268	837	319644
319645	38.558565	-121.38017	838	319645
319673	39.324326	-120.226962	839	319673
319674	39.324213	-120.224836	840	319674
319767	38.465539	-121.49645	841	319767
319768	38.465553	-121.496454	842	319768
319769	38.464738	-121.49619	843	319769
319780	38.468309	-121.49754	844	319780
319793	38.467662	-121.497652	845	319793
319794	38.467526	-121.497592	846	319794
319795	38.468071	-121.497833	847	319795
319805	38.465442	-121.496833	848	319805
319806	38.465302	-121.496787	849	319806
320002	38.657896	-121.055785	854	320002
320003	38.6579	-121.055768	855	320003
320015	38.657795	-121.054953	856	320015
320016	38.657628	-121.055758	857	320016
320017	38.656627	-121.059135	858	320017
320036	38.832942	-121.300152	859	320036
320037	38.832942	-121.300152	860	320037
320045	38.833934	-121.299777	861	320045
320046	38.833934	-121.299777	862	320046
320047	38.826882	-121.299855	863	320047
320053	38.639556	-121.198795	864	320053
320273	38.625034	-121.228465	865	320273
320274	38.625034	-121.228465	866	320274
320280	38.783226	-120.224902	867	320280
320282	38.783227	-120.224909	868	320282
320287	38.769136	-120.44719	869	320287
320290	38.769144	-120.447179	870	320290
